"PCON11CD","Total_Population","Total_Households","Total_Dwellings","Total_Household_Spaces","Total_Population_16_and_over","Total_Population_16_to_74","Total_Pop_No_NI_Students_16_to_74","Total_Employment_16_to_74","Total_Pop_in_Housesholds_16_and_over","Total_Population_3_and_over","k001","k002","k003","k004","k005","k006","k007","k008","k009","k010","k011","k012","k013","k014","k015","k016","k017","k018","k019","k020","k021","k022","k023","k024","k025","k026","k027","k028","k029","k030","k031","k032","k033","k034","k035","k036","k037","k038","k039","k040","k041","k042","k043","k044","k045","k046","k047","k048","k049","k050","k051","k052","k053","k054","k055","k056","k057","k058","k059","k060"
"E14000877",81880,35686,38623,38626,68356,60270,60270,42365,67122,79718,3674,8828,17885,25318,17039,721,3573.6134322,1300,18124,37414,7161,81035,324,108,12,55,232,55,59,79413,531,666,182,7593,3522,41,15434,11543,8143,3293,25873,3752,5241,1107,26882.17185243,9352,23297,8097,18383,3197,15832,1478,28879,7106,1377,13240,29125,3313,4260,3303,461,6830,2268,3954,2714,1182,1503,2376,3798,4522
"E14000878",115414,45844,47594,47628,90570,82629,82629,53096,89568,110032,8842,14391,33907,26558,15283,756,17648.7003073,1009,30573,41554,12376,89385,3296,3503,11523,217,3668,2652,1170,87638,2670,11020,7298,7400,4036,38,11511,15799,11802,8064,26753,9827,8733,4518,34824.05574976,11340,31046,8844,16056,5700,12253,6227,36352,8634,4508,15264,37832,527,3095,6559,549,10325,3718,2705,3598,2892,4437,2619,4164,5766
"E14000879",91528,38616,39724,39731,73392,66011,66011,39904,72484,87899,6034,10873,22759,24022,15692,624,17133.7089567,909,22202,35571,10027,89241,796,278,52,57,581,335,188,87521,868,884,193,7193,4199,26,4426,14307,14886,5882,23550,10643,3981,2216,39395.04877513,10997,28565,9211,11487,4643,10122,5586,28484,4939,2965,13229,26675,54,3281,4499,568,6771,2399,2065,1832,1090,1872,4303,3487,6001
"E14000880",110199,47877,50006,50447,93327,86593,86593,51134,89649,106287,6254,9569,31859,23940,13037,759,33387.563576,3748,45793,30126,12452,103452,2094,524,144,291,1742,1192,760,98883,2051,3135,1166,8414,3294,1760,1917,7463,19003,22036,22970,9108,15251,6558,39991.02221414,9706,29195,19558,22950,17490,9807,6873,28831,13642,4202,16144,34990,96,3515,4409,602,7790,2600,4067,3676,1776,2215,5145,5591,7110
"E14000881",95242,42200,44854,44968,79088,68409,68409,46271,77630,91769,5691,9466,25418,24501,18777,1255,15496.3250976,1470,24169,37723,10485,91064,1260,842,60,274,1116,335,291,87343,1506,1832,582,7797,3498,27,15038,9019,5407,15481,29079,4865,7777,2766,32193.53474846,10057,27461,9487,20818,3998,14899,3739,31625,8249,2310,13521,32750,91,4035,5134,504,7546,1886,2403,3767,3857,2118,2458,3652,6517
"E14000882",128745,52667,55772,56070,101860,98650,98650,62245,101478,122102,10499,15012,57605,17936,6835,214,89797.8701272,383,52830,36197,9384,55976,5138,4501,1205,39476,9153,10323,2973,71613,7014,4905,9343,8473,2902,806,641,1419,4651,49270,14486,19373,18102,17881,26155.17811474,9485,19513,9305,43250,12536,3005,37374,8532,14170,6794,14169,48076,18,2165,1343,263,5963,2357,5823,12659,13665,3082,2298,4977,4414
"E14000883",97425,39612,40649,40698,77048,70080,70080,48112,76333,93289,6789,12262,26737,24672,13719,741,24574.2568995,720,25727,35432,10467,90649,1756,896,174,986,1559,1002,403,90348,956,1469,640,6635,4176,62,2594,10371,19379,8289,27048,6053,6093,2372,28248.96857196,9321,28941,10207,15970,5180,11509,5381,32146,9148,2881,14374,33738,74,4967,4669,1084,7245,2482,2630,3217,1943,2614,4441,4350,6455
"E14000884",107631,45861,47442,47940,90208,83625,83625,48507,86012,103423,6759,9696,31778,20234,12144,808,52505.8292031,4284,47093,26725,11576,90533,3711,2015,365,2663,3816,2775,1753,90546,2412,3084,1801,6933,2685,2848,1073,3438,20320,23034,20674,9558,15005,6918,31719.15671434,7815,24657,19861,23660,20277,8035,6464,25038,15162,3655,14931,33576,53,3139,3757,875,7058,2182,3999,4211,1816,2933,4883,5413,5692
"E14000885",94780,39104,41327,41502,76290,71152,71152,40918,71038,90461,6940,10575,27959,19281,10315,437,22639.8243573,5265,36522,26059,9162,72289,2748,11293,3847,297,2058,1395,853,80038,938,3222,2906,5186,3317,841,2680,10533,17812,10453,19826,9887,8757,3794,33662.09831361,8596,23542,12460,14729,12420,6815,6795,24828,8211,3883,13698,27220,136,2569,4523,475,8354,2217,3136,2565,1329,2422,2837,3276,5415
"E14000886",88855,38524,39684,39730,72472,65121,65121,46361,71646,85442,5600,9641,25604,23228,14454,668,12834.227422,900,22614,36787,7832,82872,1227,1837,1179,40,871,447,382,84444,715,479,459,8094,3523,25,6532,16088,11318,5675,28315,4682,4990,1690,26570.39611628,9183,23628,8718,23484,4096,13490,6877,32503,4823,1982,12375,33986,77,3587,4209,576,6699,1695,1836,5586,3856,2152,2611,5715,5723
"E14000887",93396,39373,40586,40826,77450,72870,72870,52380,75252,89231,6506,8685,39998,17284,8881,537,36286.7029026,2216,39556,27521,7123,70364,4449,1846,3376,276,3961,6897,2227,60378,5173,4439,2103,7137,2577,332,1574,3209,8344,27671,18953,8044,11952,7305,19710.17996731,6419,12458,8330,39959,7570,5166,31177,10408,7667,2576,10743,41637,28,2453,1300,244,5603,1714,3246,13021,6308,2952,2156,4781,5007
"E14000888",97352,39609,40490,40496,79723,70725,70725,48243,79078,94289,5218,11165,24219,27033,18411,782,12957.9074018,647,20748,44622,8323,94126,1070,441,84,101,687,659,184,94026,583,289,148,7766,4688,2,13424,18561,4060,3938,33600,2419,3315,1545,27736.32179224,10584,32470,9530,15883,3618,17689,9974,32396,3551,2071,14009,34234,156,5240,4072,528,7026,2477,1570,4783,6514,1998,2739,4184,4769
"E14000889",108794,42883,44558,44822,89150,83139,83139,56453,85099,104077,7541,10944,36188,22175,12128,591,23979.9363871,4191,38587,38451,7879,82244,3587,5368,5392,379,5317,5174,1333,83390,2986,3133,1975,7701,3345,940,7557,12048,11750,13345,25958,5122,11409,5446,22651.02099002,8316,22449,13793,34205,13195,13338,11188,29389,12822,3175,14619,41834,82,3400,2839,887,8263,2217,3182,12664,2924,2917,2539,6232,5783
"E14000890",101477,41409,42894,43005,80423,73951,73951,52186,79594,96758,7643,12166,31666,24378,13149,611,19643.0382408,921,28430,38136,9175,82081,3851,2605,3085,414,2558,6386,497,84361,1842,3202,1555,7334,4090,26,6866,14027,11690,10223,27011,6980,7011,4068,26567.49489266,9226,27493,8666,22269,4608,13784,9608,33014,7304,3339,13454,38732,88,4368,2971,946,8960,2744,2593,8301,2956,3009,2633,4683,5661
"E14000891",86898,38286,39579,39607,71156,63627,63627,36019,70543,83940,4896,9690,20462,23844,16093,530,14745.4767625,613,23515,32749,8837,85508,595,63,238,74,251,88,81,85204,464,234,119,6272,4370,8,6294,19707,9835,3763,25214,8318,4356,1634,38684.51705428,10317,25961,9495,11988,4328,10251,3598,26831,4709,4454,11934,24085,99,3740,3652,795,5928,1734,1893,2211,1397,1728,2379,3263,5612
"E14000892",89677,37003,37814,37883,72298,66644,66644,45711,71827,86210,5819,10443,24934,24494,12691,531,11614.0053757,474,22660,36147,9143,82875,1704,735,2580,192,553,864,174,83324,586,2598,1139,7690,3851,3,11179,11102,9800,5747,24832,7475,4269,2606,26843.86713306,9554,26151,8679,15713,4364,15036,4087,35101,4464,2955,12544,33167,311,3359,8511,565,8450,2068,1928,3818,1600,2414,2180,3535,5348
"E14000893",100833,40355,41619,41707,80604,72060,72060,51481,77733,96747,6776,12265,28842,25969,15412,1109,12507.9324481,3178,24953,41545,8432,90774,2294,1734,979,386,2376,1725,565,89063,2002,1313,598,7774,3666,11,10990,11936,7261,11178,29654,4943,5363,2735,24048.54780377,9283,25122,9513,29083,4295,17719,10390,31278,6155,2116,13416,38065,135,4275,2320,521,6412,2768,2071,7674,5907,2947,2800,4802,6411
"E14000894",96929,40823,42389,42403,79179,70920,70920,49668,77834,93827,5257,11238,23357,27738,17692,754,9357.6414094,1510,21879,42301,8905,94573,795,484,399,37,364,192,85,93882,684,597,281,8099,4292,6,12573,15188,10999,3263,32311,3059,4954,1171,31205.14364403,10943,26689,10432,23781,4368,17748,2420,38375,5789,1682,14055,35613,987,4052,6623,580,7926,1743,2606,3958,1887,1704,3517,5399,6597
"E14000895",107301,44047,47702,47731,88903,79291,79291,55605,83274,104012,5500,11630,24770,30305,20344,910,6368.4662639,5758,23979,48913,9464,103930,887,238,75,43,1288,606,234,100990,1921,830,370,9658,4033,1,18023,15657,10137,3588,29697,5488,7928,1393,33250.00256853,11111,30513,10982,26365,3730,18737,1921,37031,11673,2262,15077,40528,2637,4261,3898,444,7229,1781,3624,3665,1562,1988,11062,4586,6321
"E14000896",116846,48830,50670,50919,93256,85713,85713,60342,91546,111448,8770,13591,38848,28015,14625,935,31121.9345602,1842,34137,45223,9090,95399,4827,3274,1019,574,6663,1979,3111,83745,6882,2991,1553,8787,3735,401,5621,11354,12483,21452,30064,6296,11819,5232,23026.89030324,9348,16449,9709,51463,7965,11425,26575,18212,9677,2618,14377,45965,38,2681,1960,365,6316,1757,2474,16098,6640,2911,2548,6376,5752
"E14000897",107805,42633,43718,43729,83054,76751,76751,43238,81865,102839,8211,14990,30071,25328,13676,511,18921.0399044,1197,28860,37714,10912,77049,2036,699,19038,4035,2861,1561,526,91851,830,1474,4549,6436,4117,24,5945,14712,16178,6833,25093,10673,6161,4146,38892.52623318,11866,28054,9668,15742,6664,10828,5409,30840,5476,4785,13345,29893,43,3366,5200,463,7943,2633,2372,2643,1837,1995,2379,4133,6551
"E14000898",105271,42574,44509,44591,84771,78025,78025,51399,82198,101343,6546,12618,28755,26975,14762,608,17082.2646837,2619,29038,39615,10642,95119,1990,2929,321,472,1530,2253,657,96182,1368,1433,824,7974,4422,143,6238,14837,14720,7913,29590,5857,6641,3048,31050.48558729,10053,33464,10660,17398,6011,16128,6814,36710,5863,3540,13801,37598,205,5780,3743,1205,8239,3027,2238,4034,3058,2487,4700,4930,5549
"E14000899",100083,42889,45383,45778,80529,72231,72231,45607,79399,95923,6730,11566,27806,24884,15628,872,22218.2403813,1151,28850,33969,11826,91413,2219,964,505,533,1616,2334,499,90385,1304,2266,1116,6945,3999,55,6972,12419,8924,17426,25297,7056,10113,4932,34764.69565428,10116,30448,8951,15669,4983,11439,9542,25942,8179,4150,13378,32229,141,3700,3231,467,6668,2396,2349,3726,5450,2397,2849,4153,5686
"E14000900",95894,39361,40131,40209,77823,69990,69990,47250,77132,92301,5944,10940,26573,24616,14923,687,18951.7455183,694,26718,37205,8266,82996,2184,2265,773,502,2026,4514,634,86187,852,1702,741,6153,5024,36,3977,15154,10818,10251,29142,4773,5128,3261,27306.04565728,9814,29438,9006,16052,4838,12934,16790,24408,4380,3034,12720,34530,28,5444,2454,509,6756,3044,1613,4824,5359,2143,3012,4463,5229
"E14000901",88240,34729,35876,35993,73478,65881,65881,41608,68884,85547,4439,9295,20335,23618,15068,809,9697.7411201,4793,24087,37331,7325,79730,1294,1805,533,327,2947,787,817,77185,1549,1683,802,7183,3231,570,14061,9384,6380,5899,23961,4635,5518,2023,23391.71030236,8916,20878,11872,25058,10385,16132,3195,29867,5622,1592,12889,28719,543,3083,2969,451,6173,1829,2096,5393,2463,1824,2642,4833,5275
"E14000902",96465,41320,43531,43562,77803,71395,71395,47173,76953,92922,5975,11390,25750,27260,13972,596,11114.3643129,862,25227,36760,10364,92308,796,361,1094,894,655,214,143,93018,680,498,502,8082,4135,3,9084,10636,19562,4209,29482,5121,6227,1839,34488.60397541,10773,26925,10266,19348,4661,14376,3475,36785,4711,2950,12687,34486,170,3991,7147,534,7425,1888,1841,3514,1828,1982,2862,4995,6987
"E14000903",94608,39686,40970,40973,77165,69471,69471,44125,76609,91365,5443,10859,23163,26431,17164,650,11040.7036897,557,21380,41301,8688,91741,759,335,886,21,354,343,169,92101,366,500,267,8222,4335,1,12013,19764,6627,2562,29478,5364,4247,1133,36676.39987099,11799,28630,9231,15851,4046,15155,3529,35208,3577,3022,13189,30936,186,4444,5796,700,7314,2306,1818,3103,1966,1871,2585,4412,5813
"E14000904",89697,37358,38796,38830,71565,65171,65171,37593,70807,86196,5820,11111,23653,23020,13510,575,13852.2903522,763,24334,32843,8956,77696,1261,495,6521,74,1204,1465,981,81339,489,2127,2240,6369,4064,6,4603,19166,8657,6402,21038,11018,4561,2546,36975.6508553,10333,26070,7726,10244,4437,9317,5359,27192,4046,4158,11945,25648,86,3360,5338,646,7015,2294,1997,1947,1281,2060,1805,3191,5081
"E14000905",96549,40632,41874,41920,78033,70415,70415,48482,76511,92924,6074,11218,26542,24880,16053,796,13035.4568887,1776,23592,39570,9403,87187,1937,3015,611,137,1410,1946,306,85972,1275,3409,1351,7990,3552,12,10889,14961,10302,5622,28518,5873,5788,2047,29280.96860145,10131,27236,9124,20865,4402,15603,2566,36674,6846,2581,12513,35969,325,3359,5923,681,8903,4196,2280,4284,1686,2162,2691,4738,5197
"E14000906",93716,37548,38936,38964,76444,67521,67521,46042,75580,90475,5492,10659,24457,25486,16698,933,12101.8844678,865,21970,42032,6838,66002,3181,13270,1564,271,5275,2658,1495,72234,2165,1875,1355,6011,4365,32,11653,11976,4766,10554,27668,4319,5165,2900,24293.80472513,10180,21593,8307,30041,5206,15300,14512,25121,3176,2193,12331,33711,47,3619,2198,346,6337,2471,1531,8156,3742,2240,2568,5066,5247
"E14000907",102311,41945,44138,44220,83923,75180,75180,51589,80471,98438,6392,10931,27668,26056,16139,946,12262.8716779,3502,28299,40962,9097,91042,2325,2456,504,295,3598,1013,1078,84954,3209,1855,802,7619,3669,675,12580,12538,7193,10762,29549,4806,6975,3300,24972.32927375,9122,24591,11938,28385,9184,18800,7055,34247,6619,2016,13702,37887,125,3704,3035,534,7734,3998,2604,8813,3123,2783,2296,4679,5051
"E14000908",94963,39331,40618,40654,77341,68850,68850,47360,75923,91802,5507,10978,23551,26355,16591,778,10775.7574761,1420,22593,41539,7646,87830,1720,2303,1035,40,1066,557,412,88868,1172,645,323,7861,3418,289,18293,12781,4623,4598,30333,3223,5408,1256,26770.72696022,10083,21184,10186,30885,6347,17170,4988,33700,5216,1899,13899,33461,415,3058,3850,705,7182,1395,1941,6692,2233,1745,3108,6971,5635
"E14000909",100926,41882,43843,43873,82683,73435,73435,50734,79677,97820,5284,11501,23414,29352,19054,891,6452.6924259,3643,21875,45365,9322,97438,985,1265,80,23,541,432,162,95490,1233,1081,352,9241,3725,7,19643,13849,6992,3205,30811,4407,5968,1239,27789.1898319,10671,28286,10282,24743,4930,19540,2044,36308,8061,1922,15004,35730,1306,3774,7003,581,7828,1795,2505,4602,1832,2027,4048,5802,5032
"E14000910",101959,40487,42254,42257,81950,73547,73547,51861,80319,98602,5806,12785,24605,29310,17192,922,6932.7322079,1830,22043,45698,8842,98276,1267,465,89,211,823,567,261,95336,1450,1063,360,8461,3996,15,16996,13400,7172,4421,29542,5290,5008,1724,25014.07039616,10420,28118,9913,25651,4930,21558,6032,35882,5490,2013,15225,36636,826,4887,4230,399,7638,2895,1995,6526,4030,2509,2882,5551,5114
"E14000911",108546,49961,52774,53060,90991,84084,84084,52227,86526,104494,6482,9960,34970,24223,13876,635,29794.0990206,4492,44749,29539,10758,95636,2346,1413,985,373,2759,3723,1311,94781,1659,3069,1539,7900,4256,539,2813,15873,14035,20304,22848,14414,11927,6145,45989.11778045,10112,27674,12290,22482,10829,8536,9967,30015,10634,4214,13825,38402,36,3554,3557,717,8848,2597,4014,5306,3422,3237,2796,4246,7367
"E14000912",91498,38683,40088,40155,74588,65429,65429,46523,73066,88365,5255,10501,22345,25397,17229,983,9449.1887821,1718,20977,38826,9040,88517,919,448,66,198,836,364,150,84352,1942,1114,314,7751,3397,8,13688,11471,8733,5878,25597,6261,6133,2022,29144.76682867,9461,23861,9193,24015,3593,15865,3420,31772,8360,1752,13552,32971,619,3490,3037,289,7142,1608,2277,5550,2796,1900,4555,4265,6756
"E14000913",97399,44001,49978,50253,81534,71124,71124,43849,79286,94450,4905,9816,20846,28428,20659,1114,15207.5953383,2361,23912,39279,10960,94816,812,376,169,109,671,237,209,92579,860,1385,484,8444,3793,165,10374,15074,11542,13180,28762,5629,8858,2782,40884.42355761,11018,28108,9993,18793,5006,11441,2793,26601,11300,3077,15375,28474,899,3904,4539,390,7194,1561,5290,2250,1115,1517,2032,3984,6821
"E14000914",89055,37162,38567,38589,71524,64462,64462,40687,70740,85448,6077,10351,23372,23007,14314,615,12966.0097179,795,22631,33845,9619,83662,787,921,754,1400,808,397,326,81120,1025,3499,1829,6881,3613,4,8284,19399,5697,5185,24142,7181,5321,1666,30933.37091383,9218,27339,8208,12061,4147,11062,1610,30648,7280,3541,12301,28386,394,3077,9073,588,7117,2324,2220,1516,1109,1650,1817,3128,5257
"E14000915",84100,36656,38087,38090,68778,61924,61924,37898,67942,81170,4895,9397,20433,24255,14933,542,8745.5032029,845,19505,34874,8829,82944,494,133,22,42,288,92,85,82049,573,446,187,7060,3951,13,9223,13600,13618,1609,24338,7660,4263,1138,38622.29373301,10008,23936,8684,14569,3573,12136,2278,29942,3994,2676,10149,27749,443,3175,5853,682,5211,1766,1969,2500,1355,1462,2782,3419,5698
"E14000916",84960,35465,36580,36592,71816,61718,61718,39121,70628,82947,3576,8574,17072,25807,19724,784,11634.9848581,1205,19863,38945,6293,83378,668,231,31,31,365,158,98,82982,463,257,103,5676,5156,0,8902,20845,2873,3958,30404,2118,2603,801,32054.77816901,11554,24206,8866,21084,4577,13730,5568,28181,3566,2004,12200,26921,133,3051,2593,379,5859,1775,1500,3439,2790,1390,3990,4660,5710
"E14000917",96127,39532,41479,41486,78374,71022,71022,49578,77311,92972,5428,11065,23403,28822,15698,732,5744.2867055,1436,20506,44018,8611,94344,718,200,20,2,523,245,75,92063,806,1266,559,9339,3948,1,17393,14065,6999,2865,29990,4520,4416,1333,28152.66065644,10146,27375,9885,21786,4211,18696,2852,37762,5289,2358,14013,35565,1308,4282,5533,1340,7982,2392,2366,4573,2559,2235,2695,4636,5416
"E14000918",93431,38136,39157,39181,75006,66667,66667,45531,74123,90015,5784,11499,22820,26072,16448,833,8573.7634015,1038,20732,40881,7956,89231,1389,545,98,138,1013,806,211,85973,1469,904,321,7113,4083,6,12483,11629,9183,5481,28420,4990,4151,1800,24420.69322818,9666,25056,8213,24363,4222,17476,10686,27225,4143,1882,13149,32382,293,4265,2489,438,6722,1949,1729,6816,4980,2242,2403,4605,4246
"E14000919",115284,44984,46641,47157,100162,95289,95289,48731,92258,111785,5543,8792,33894,16789,9543,558,42948.4787358,7916,64584,24310,7435,83022,3543,2950,5970,859,7654,6661,4625,89859,2143,2395,3073,7027,2353,4436,2910,9296,14352,20587,16632,11494,16196,9916,31561.93912738,8177,18582,27698,32652,36355,6988,11155,20955,14723,4018,18292,30439,68,2010,3023,305,7295,1465,5091,5261,2263,1971,2240,7207,7619
"E14000920",92918,39083,40036,40039,74440,66748,66748,42091,73749,89329,5892,11353,25002,23175,15500,728,15641.4403498,735,23309,36670,8406,79248,1558,359,5605,1824,1039,2039,1246,85110,464,1021,1931,6993,3882,35,7323,18636,8670,5395,25753,9468,3536,2438,36445.9176524,10633,27122,8752,11986,4685,10593,7759,29776,3483,3393,13041,29050,39,4334,5116,544,7413,2368,2029,3072,2156,1805,2409,3627,5468
"E14000921",107139,43511,44768,44804,81715,74705,74705,42365,80930,101606,9165,14789,30424,23388,14345,645,22474.7092305,787,31381,34378,10190,80690,3560,897,8295,287,1775,6950,4685,91676,806,1676,3041,6344,4389,77,2675,18205,16674,7240,21843,16301,4940,4397,41044.602717,11269,28610,8142,12663,6243,7357,10524,25401,5462,5406,13769,28596,45,3274,4688,461,6871,2502,2415,2421,1674,2209,1922,3777,8083
"E14000922",89356,36519,37632,37635,74494,66181,66181,42016,71778,86791,4490,9428,20212,23221,16010,849,15521.0702426,2720,25944,37540,6066,82472,1690,1103,838,124,1518,872,739,83078,974,524,325,6934,2892,998,10685,13213,7159,6567,28318,3134,4766,1434,24920.42578023,9897,17200,12871,32497,11438,14036,6197,27088,5886,1543,13869,28147,143,2643,2631,262,4735,859,1883,5059,2614,1104,2725,7696,7806
"E14000923",93466,42194,43422,43440,76108,67807,67807,42525,75039,89769,6088,10198,26002,22845,15755,883,19000.1503763,1079,28429,32193,9408,84015,2454,414,1179,212,1024,3213,955,87012,723,879,761,6983,3835,107,4000,16438,13070,9925,24503,12824,4544,2910,39535.1473238,10466,25705,8570,16529,5029,8953,9249,27122,4859,3834,13031,29494,40,3750,4104,447,6864,1849,2149,3276,2054,1840,2449,4930,6662
"E14000924",94210,40142,41605,41618,76902,69203,69203,44476,75890,91019,5349,10728,23307,26477,16744,685,10492.2273822,1039,22117,39410,9406,91820,938,464,141,19,364,380,84,91664,569,461,175,8310,4156,5,14344,17243,6676,2910,29385,5586,4566,1354,37569.0946282,11534,27458,9361,15731,3908,14937,4012,33735,4693,2774,13280,31196,570,4546,5179,857,7477,2055,2532,2888,1429,1833,2869,4099,6130
"E14000925",95176,41449,43048,43170,77698,69505,69505,47826,77154,91715,5716,10583,24982,26864,16137,724,13258.2686031,563,23154,39520,9314,88012,1747,951,2169,248,770,633,646,89997,805,1007,597,8160,3754,26,8663,15615,10962,7685,30475,4470,5974,2371,28271.23588796,10033,25929,9307,24615,4360,14399,7770,32837,4649,2533,13617,34209,167,3352,5059,500,7173,1623,1953,4621,3682,2096,3092,6298,6114
"E14000926",102382,43646,45116,45148,83996,74784,74784,51171,81749,99018,5626,11430,25228,28144,18690,933,10344.0332565,2618,26508,40725,10396,99510,891,381,89,75,1059,209,168,97051,1137,1049,391,8163,4269,23,13951,16907,8710,5462,30266,6295,6439,2234,32771.63635933,11105,28024,10598,24603,5069,16395,2762,35450,9644,2539,16134,35037,1088,4095,4104,704,8573,2054,2803,4382,1758,1933,3484,5299,8525
